Name:,Ricardo Amaral
Email:,rna5137@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,None

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 121 MPa,1005.0,1.0278e-06,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 103 MPa,1005.0,3.056e-07,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 86.2 MPa,1005.0,1.667e-07,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 69 MPa,1005.0,3.33e-08,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 138 MPa,1005.0,2.6111e-06,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 121 MPa,1005.0,1.1944e-06,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 103 MPa,1005.0,3.333e-07,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 86.2 MPa,1005.0,1.389e-07,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 69 MPa,1005.0,3.61e-08,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 138 MPa,1005.0,3.0556e-06,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 121 MPa,1005.0,9.167e-07,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 103 MPa,1005.0,2.778e-07,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 86.2 MPa,1005.0,1.472e-07,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 69 MPa,1005.0,3.61e-08,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 86.2 MPa,1088.0,4.1667e-06,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 75.8 MPa,1088.0,1.6111e-06,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 69 MPa,1088.0,5.556e-07,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 62.1 MPa,1088.0,4.167e-07,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 55.2 MPa,1088.0,3.056e-07,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 48.3 MPa,1088.0,8.89e-08,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 44.8 MPa,1088.0,6.11e-08,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 37.9 MPa,1088.0,2.36e-08,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 34.5 MPa,1088.0,1.31e-08,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 31 MPa,1088.0,6.1e-09,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 27.6 MPa,1088.0,1.1e-09,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 20.7 MPa,1088.0,7e-10,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 69 MPa,1088.0,1.1111e-06,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 62.1 MPa,1088.0,6.667e-07,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 55.2 MPa,1088.0,2.778e-07,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 48.3 MPa,1088.0,1.25e-07,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 34.5 MPa,1088.0,1.17e-08,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 27.6 MPa,1088.0,5.3e-09,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 20.7 MPa,1088.0,7e-10,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 69 MPa,1088.0,1.1389e-06,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 69 MPa,1088.0,1.1667e-06,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 62.1 MPa,1088.0,8.333e-07,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 55.2 MPa,1088.0,2.778e-07,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 48.3 MPa,1088.0,9.44e-08,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 34.5 MPa,1088.0,1.03e-08,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 20.7 MPa,1088.0,1e-09,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 48.3 MPa,1172.0,4.4444e-06,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 44.8 MPa,1172.0,1.6944e-06,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 41.4 MPa,1172.0,1.25e-06,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 34.5 MPa,1172.0,6.111e-07,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 27.6 MPa,1172.0,1.25e-07,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 48.3 MPa,1172.0,3.6111e-06,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 41.4 MPa,1172.0,1.3333e-06,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 34.5 MPa,1172.0,5.556e-07,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 27.6 MPa,1172.0,1.333e-07,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 48.3 MPa,1172.0,3.3333e-06,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 41.4 MPa,1172.0,2e-06,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 34.5 MPa,1172.0,6.111e-07,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 27.6 MPa,1172.0,2.278e-07,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 27.6 MPa,1005.0,1e-10,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 18.6 MPa,1005.0,0.0,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 34.5 MPa,1005.0,0.0,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 20.7 MPa,1005.0,0.0,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 37.2 MPa,1088.0,3.89e-08,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 48.8 MPa,1088.0,2.306e-07,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 58.7 MPa,1088.0,7.222e-07,None,%/s,T1,NASA-TR-D5424
8,Fe68 Cr18 Ni13 Mo1,FCC,AC+HT,None,creep rate,EXP,stress = 20.7 MPa,1088.0,1.1e-09,None,%/s,T1,NASA-TR-D5424
-,Nb,BCC,AC,None,creep rate,EXP,stress = 41.4 MPa,923.15,5e-07,None,%/s,T2-T4,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb,BCC,AC,None,creep rate,EXP,stress = 55.2 MPa,923.15,0.0008333333,None,%/s,T2-T4,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb,BCC,AC,None,creep rate,EXP,stress = 13.8 MPa,1223.15,3.0833e-06,None,%/s,T2-T4,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb,BCC,AC,None,creep rate,EXP,stress = 20.7 MPa,1223.15,1.60833e-05,None,%/s,T2-T4,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb,BCC,AC,None,creep rate,EXP,stress = 27.6 MPa,1223.15,5.83333e-05,None,%/s,T2-T4,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb,BCC,AC,None,creep rate,EXP,stress = 34.5 MPa,1223.15,0.0001533333,None,%/s,T2-T4,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb,BCC,AC,None,creep rate,EXP,stress = 13.8 MPa,1273.15,5.25e-06,None,%/s,T2-T4,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb,BCC,AC,None,creep rate,EXP,stress = 17.2 MPa,1273.15,1.38333e-05,None,%/s,T2-T4,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb,BCC,AC,None,creep rate,EXP,stress = 20.7 MPa,1273.15,9.5e-05,None,%/s,T2-T4,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb,BCC,AC,None,creep rate,EXP,stress = 20.7 MPa,1273.15,3.27778e-05,None,%/s,T2-T4,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb,BCC,AC,None,creep rate,EXP,stress = 24.1 MPa,1273.15,0.0001236111,None,%/s,T2-T4,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb,BCC,AC,None,creep rate,EXP,stress = 10.3 MPa,1323.15,5.2778e-06,None,%/s,T2-T4,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb,BCC,AC,None,creep rate,EXP,stress = 17.2 MPa,1323.15,4.25e-05,None,%/s,T2-T4,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb,BCC,AC,None,creep rate,EXP,stress = 10.3 MPa,1373.15,1.52778e-05,None,%/s,T2-T4,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb,BCC,AC,None,creep rate,EXP,stress = 10.3 MPa,1423.15,2.30556e-05,None,%/s,T2-T4,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb,BCC,AC,None,creep rate,EXP,stress = 10.3 MPa,1473.15,3.63889e-05,None,%/s,T2-T4,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb,BCC,AC,None,creep rate,EXP,stress = 51.7 MPa,1144.261,8.333e-07,None,%/s,T2-T4,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb,BCC,AC,None,creep rate,EXP,stress = 55.2 MPa,1144.261,0.0002111111,None,%/s,T2-T4,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb,BCC,AC,None,creep rate,EXP,stress = 58.6 MPa,1144.261,0.0034166667,None,%/s,T2-T4,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb,BCC,AC,None,creep rate,EXP,stress = 34.5 MPa,1205.372,2.0278e-06,None,%/s,T2-T4,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb,BCC,AC,None,creep rate,EXP,stress = 37.9 MPa,1205.372,1.1667e-06,None,%/s,T2-T4,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb,BCC,AC,None,creep rate,EXP,stress = 41.4 MPa,1205.372,0.0003333333,None,%/s,T2-T4,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb,BCC,AC,None,creep rate,EXP,stress = 48.3 MPa,1205.372,0.0012222222,None,%/s,T2-T4,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb,BCC,AC,None,creep rate,EXP,stress = 48.3 MPa,1205.372,0.0028055556,None,%/s,T2-T4,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb99.4 Zr0.6,BCC,AC+CW,None,creep rate,EXP,stress = 68.9 MPa,1255.37,4.722e-07,None,%/s,T6,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb99.4 Zr0.6,BCC,AC+CW,None,creep rate,EXP,stress = 137.9 MPa,1255.37,1.6111e-06,None,%/s,T6,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb99.4 Zr0.6,BCC,AC+CW,None,creep rate,EXP,stress = 172.4 MPa,1255.37,5.5556e-06,None,%/s,T6,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb99.4 Zr0.6,BCC,AC+CW,None,creep rate,EXP,stress = 206.8 MPa,1255.37,1.11111e-05,None,%/s,T6,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb99.4 Zr0.6,BCC,AC+CW,None,creep rate,EXP,stress = 206.8 MPa,1255.37,1.52778e-05,None,%/s,T6,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb99.4 Zr0.6,BCC,AC+CW,None,creep rate,EXP,stress = 241.3 MPa,1255.37,2.44444e-05,None,%/s,T6,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb99.4 Zr0.6,BCC,AC+CW,None,creep rate,EXP,stress = 241.3 MPa,1255.37,3.61111e-05,None,%/s,T6,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb99.4 Zr0.6,BCC,AC+CW,None,creep rate,EXP,stress = 241.3 MPa,1255.37,1.61111e-05,None,%/s,T6,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb99.4 Zr0.6,BCC,AC+CW,None,creep rate,EXP,stress = 120.7 MPa,1366.48,7.2222e-06,None,%/s,T6,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb99.4 Zr0.6,BCC,AC+CW,None,creep rate,EXP,stress = 137.9 MPa,1366.48,3.33333e-05,None,%/s,T6,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb99.4 Zr0.6,BCC,AC+CW,None,creep rate,EXP,stress = 137.9 MPa,1366.48,5e-05,None,%/s,T6,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb99.4 Zr0.6,BCC,AC+CW+RX,None,creep rate,EXP,stress = 137.9 MPa,1255.37,1.52778e-05,None,%/s,T6,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb99.4 Zr0.6,BCC,AC+CW+RX,None,creep rate,EXP,stress = 193.1 MPa,1255.37,2.2222e-06,None,%/s,T6,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb99.4 Zr0.6,BCC,AC+CW+RX,None,creep rate,EXP,stress = 193.1 MPa,1255.37,1.8333e-06,None,%/s,T6,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb99.4 Zr0.6,BCC,AC+CW+RX,None,creep rate,EXP,stress = 241.3 MPa,1255.37,3.1667e-06,None,%/s,T6,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb99.4 Zr0.6,BCC,AC+CW+RX,None,creep rate,EXP,stress = 137.9 MPa,1366.48,7.2222e-06,None,%/s,T6,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb99.4 Zr0.6,BCC,AC+CW+RX,None,creep rate,EXP,stress = 137.9 MPa,1366.48,9.7222e-06,None,%/s,T6,Bartlett_1963_CreepOfColumbiumAlloys
-,Nb99.4 Zr0.6,BCC,AC+CW+RX,None,creep rate,EXP,stress = 172.4 MPa,1366.48,6.58333e-05,None,%/s,T6,Bartlett_1963_CreepOfColumbiumAlloys
FS82,Nb67.2 Ta32 Zr0.8,BCC,AC+CW,None,creep rate,EXP,stress = 137.9 MPa,1366.483,2.131e-07,None,%/s,T11,Bartlett_1963_CreepOfColumbiumAlloys
FS82,Nb67.2 Ta32 Zr0.8,BCC,AC+CW,None,creep rate,EXP,stress = 206.8 MPa,1366.483,8.028e-07,None,%/s,T11,Bartlett_1963_CreepOfColumbiumAlloys
FS82,Nb67.2 Ta32 Zr0.8,BCC,AC+CW,None,creep rate,EXP,stress = 68.9 MPa,1477.594,9.056e-07,None,%/s,T11,Bartlett_1963_CreepOfColumbiumAlloys
FS82,Nb67.2 Ta32 Zr0.8,BCC,AC+CW,None,creep rate,EXP,stress = 68.9 MPa,1477.594,8.333e-07,None,%/s,T11,Bartlett_1963_CreepOfColumbiumAlloys
FS82,Nb67.2 Ta32 Zr0.8,BCC,AC+CW,None,creep rate,EXP,stress = 82.7 MPa,1477.594,2.3333e-06,None,%/s,T11,Bartlett_1963_CreepOfColumbiumAlloys
FS82,Nb67.2 Ta32 Zr0.8,BCC,AC+CW,None,creep rate,EXP,stress = 96.5 MPa,1477.594,5.8333e-06,None,%/s,T11,Bartlett_1963_CreepOfColumbiumAlloys
FS82,Nb67.2 Ta32 Zr0.8,BCC,AC+CW,None,creep rate,EXP,stress = 110.3 MPa,1477.594,1.66667e-05,None,%/s,T11,Bartlett_1963_CreepOfColumbiumAlloys
FS82,Nb67.2 Ta32 Zr0.8,BCC,AC+CW,None,creep rate,EXP,stress = 27.6 MPa,1588.706,4.722e-07,None,%/s,T11,Bartlett_1963_CreepOfColumbiumAlloys
FS82,Nb67.2 Ta32 Zr0.8,BCC,AC+CW,None,creep rate,EXP,stress = 41.4 MPa,1588.706,6.3333e-06,None,%/s,T11,Bartlett_1963_CreepOfColumbiumAlloys
FS82,Nb67.2 Ta32 Zr0.8,BCC,AC+CW,None,creep rate,EXP,stress = 48.3 MPa,1588.706,1.63333e-05,None,%/s,T11,Bartlett_1963_CreepOfColumbiumAlloys
FS82,Nb67.2 Ta32 Zr0.8,BCC,AC+CW,None,creep rate,EXP,stress = 55.2 MPa,1588.706,5.44444e-05,None,%/s,T11,Bartlett_1963_CreepOfColumbiumAlloys
FS82,Nb67.2 Ta32 Zr0.8,BCC,AC+CW,None,creep rate,EXP,stress = 68.9 MPa,1588.706,0.0001941667,None,%/s,T11,Bartlett_1963_CreepOfColumbiumAlloys
FS82,Nb67.2 Ta32 Zr0.8,BCC,AC+CW,None,creep rate,EXP,stress = 51.7 MPa,1699.817,3.05556e-05,None,%/s,T11,Bartlett_1963_CreepOfColumbiumAlloys
FS85,Nb61 Ta27 W11 Zr1,BCC,AC+CW+SR,Cold reduced 50 per cent.,creep rate,EXP,stress = 117.2 MPa,1366.483,8.92e-08,None,%/s,T15,Bartlett_1963_CreepOfColumbiumAlloys
FS85,Nb61 Ta27 W11 Zr1,BCC,AC+CW+SR,Cold reduced 50 per cent.,creep rate,EXP,stress = 137.9 MPa,1366.483,1.008e-07,None,%/s,T15,Bartlett_1963_CreepOfColumbiumAlloys
FS85,Nb61 Ta27 W11 Zr1,BCC,AC+CW+SR,Cold reduced 50 per cent.,creep rate,EXP,stress = 68.9 MPa,1477.594,2.347e-07,None,%/s,T15,Bartlett_1963_CreepOfColumbiumAlloys
FS85,Nb61 Ta27 W11 Zr1,BCC,AC+CW+SR,Cold reduced 50 per cent.,creep rate,EXP,stress = 82.7 MPa,1477.594,3.306e-07,None,%/s,T15,Bartlett_1963_CreepOfColumbiumAlloys
FS85,Nb61 Ta27 W11 Zr1,BCC,AC+CW+SR,Cold reduced 50 per cent.,creep rate,EXP,stress = 96.5 MPa,1477.594,6.833e-07,None,%/s,T15,Bartlett_1963_CreepOfColumbiumAlloys
FS85,Nb61 Ta27 W11 Zr1,BCC,AC+CW+SR,Cold reduced 50 per cent.,creep rate,EXP,stress = 110.3 MPa,1477.594,1.4583e-06,None,%/s,T15,Bartlett_1963_CreepOfColumbiumAlloys
FS85,Nb61 Ta27 W11 Zr1,BCC,AC+CW+SR,Cold reduced 50 per cent.,creep rate,EXP,stress = 124.1 MPa,1477.594,2.9444e-06,None,%/s,T15,Bartlett_1963_CreepOfColumbiumAlloys
FS85,Nb61 Ta27 W11 Zr1,BCC,AC+CW+SR,Cold reduced 50 per cent.,creep rate,EXP,stress = 131 MPa,1477.594,3.6667e-06,None,%/s,T15,Bartlett_1963_CreepOfColumbiumAlloys
FS85,Nb61 Ta27 W11 Zr1,BCC,AC+CW+SR,Cold reduced 50 per cent.,creep rate,EXP,stress = 137.9 MPa,1477.594,6.1111e-06,None,%/s,T15,Bartlett_1963_CreepOfColumbiumAlloys
FS85,Nb61 Ta27 W11 Zr1,BCC,AC+CW+SR,Cold reduced 50 per cent.,creep rate,EXP,stress = 89.6 MPa,1588.706,5.1389e-06,None,%/s,T15,Bartlett_1963_CreepOfColumbiumAlloys
FS85,Nb61 Ta27 W11 Zr1,BCC,AC+CW+SR,Cold reduced 50 per cent.,creep rate,EXP,stress = 68.9 MPa,1699.817,5.2222e-06,None,%/s,T15,Bartlett_1963_CreepOfColumbiumAlloys
FS85,Nb61 Ta27 W11 Zr1,BCC,AC+CW+SR,Cold reduced 94 per cent.,creep rate,EXP,stress = 241.3 MPa,1255.372,2.5833e-06,None,%/s,T16,Bartlett_1963_CreepOfColumbiumAlloys
FS85,Nb61 Ta27 W11 Zr1,BCC,AC+CW+SR,Cold reduced 94 per cent.,creep rate,EXP,stress = 137.9 MPa,1366.483,1.2833e-06,None,%/s,T16,Bartlett_1963_CreepOfColumbiumAlloys
FS85,Nb61 Ta27 W11 Zr1,BCC,AC+CW+SR,Cold reduced 94 per cent.,creep rate,EXP,stress = 131 MPa,1477.594,1.425e-05,None,%/s,T16,Bartlett_1963_CreepOfColumbiumAlloys
FS85,Nb61 Ta27 W11 Zr1,BCC,AC+CW+SR,Cold reduced 94 per cent.,creep rate,EXP,stress = 89.6 MPa,1588.706,1.10833e-05,None,%/s,T16,Bartlett_1963_CreepOfColumbiumAlloys
FS85,Nb61 Ta27 W11 Zr1,BCC,AC+CW+SR,Cold reduced 94 per cent.,creep rate,EXP,stress = 89.6 MPa,1588.706,9e-06,None,%/s,T16,Bartlett_1963_CreepOfColumbiumAlloys
FS85,Nb61 Ta27 W11 Zr1,BCC,AC+CW+SR,Cold reduced 94 per cent.,creep rate,EXP,stress = 68.9 MPa,1699.817,1.15e-05,None,%/s,T16,Bartlett_1963_CreepOfColumbiumAlloys
D31,Nb80 Ti10 Mo10,BCC,?,None,creep rate,EXP,stress = 206.8 MPa,1144.261,0.0002777778,None,%/s,T17,Bartlett_1963_CreepOfColumbiumAlloys
D31,Nb80 Ti10 Mo10,BCC,?,None,creep rate,EXP,stress = 151.7 MPa,1144.261,2.77778e-05,None,%/s,T17,Bartlett_1963_CreepOfColumbiumAlloys
D31,Nb80 Ti10 Mo10,BCC,?,None,creep rate,EXP,stress = 120.7 MPa,1255.372,0.0002777778,None,%/s,T17,Bartlett_1963_CreepOfColumbiumAlloys
D31,Nb80 Ti10 Mo10,BCC,?,None,creep rate,EXP,stress = 89.6 MPa,1255.372,2.77778e-05,None,%/s,T17,Bartlett_1963_CreepOfColumbiumAlloys
D31,Nb80 Ti10 Mo10,BCC,?,None,creep rate,EXP,stress = 275.8 MPa,1144.261,0.0013888889,None,%/s,T17,Bartlett_1963_CreepOfColumbiumAlloys
D31,Nb80 Ti10 Mo10,BCC,?,None,creep rate,EXP,stress = 213.7 MPa,1144.261,0.0001388889,None,%/s,T17,Bartlett_1963_CreepOfColumbiumAlloys
D31,Nb80 Ti10 Mo10,BCC,?,None,creep rate,EXP,stress = 151.7 MPa,1255.372,0.0013888889,None,%/s,T17,Bartlett_1963_CreepOfColumbiumAlloys
D31,Nb80 Ti10 Mo10,BCC,?,None,creep rate,EXP,stress = 110.3 MPa,1255.372,0.0001388889,None,%/s,T17,Bartlett_1963_CreepOfColumbiumAlloys
D31,Nb80 Ti10 Mo10,BCC,?,None,creep rate,EXP,stress = 89.6 MPa,1366.483,0.0013888889,None,%/s,T17,Bartlett_1963_CreepOfColumbiumAlloys
D31,Nb80 Ti10 Mo10,BCC,?,None,creep rate,EXP,stress = 68.9 MPa,1366.483,0.0001388889,None,%/s,T17,Bartlett_1963_CreepOfColumbiumAlloys
Cb752,Nb87.5 W10 Zr2.5,BCC,AC+HT,None,creep rate,EXP,stress = 137.9 MPa,1477.594,5.27778e-05,None,%/s,T19,Bartlett_1963_CreepOfColumbiumAlloys
Cb752,Nb87.5 W10 Zr2.5,BCC,AC+HT,None,creep rate,EXP,stress = 124.1 MPa,1477.594,4.3611e-06,None,%/s,T19,Bartlett_1963_CreepOfColumbiumAlloys
Cb752,Nb87.5 W10 Zr2.5,BCC,AC+HT,None,creep rate,EXP,stress = 103.4 MPa,1477.594,9.444e-07,None,%/s,T19,Bartlett_1963_CreepOfColumbiumAlloys
Cb752,Nb87.5 W10 Zr2.5,BCC,AC+HT,None,creep rate,EXP,stress = 96.5 MPa,1477.594,5.556e-07,None,%/s,T19,Bartlett_1963_CreepOfColumbiumAlloys
Cb752,Nb87.5 W10 Zr2.5,BCC,AC+HT,None,creep rate,EXP,stress = 89.6 MPa,1477.594,2.306e-07,None,%/s,T19,Bartlett_1963_CreepOfColumbiumAlloys
B66,Nb89 Mo5 V5 Zr1,BCC,AC+HF+RX,None,creep rate,EXP,stress = 333.7 MPa,1366.483,0.133,None,%/s,T21,Bartlett_1963_CreepOfColumbiumAlloys
